sample pack,message order,message,random,patterns,single characteres,onomatopaic,phatic,metalinguistics,someone,political,comic,statements,html/command,emoticons,senseless,slogans,questions,bully,demanding,egoic,complaint,love,humour,musical,support
0,402,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,403,I,,,x,,,,,,,,,,x,,,,,,,,,,
0,404,Y,,,x,,,,,,,,,,x,,,,,,,,,,
0,405,R,,,x,,,,,,,,,,x,,,,,,,,,,
0,406,D,,,x,,,,,,,,,,x,,,,,,,,,,
0,407,F,,,x,,,,,,,,,,x,,,,,,,,,,
0,408,ame livre,,,,,,,,,,x,,,,,,,,,,x,,,
0,409,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,410,U,,,x,,,,,,,,,,x,,,,,,,,,,
0,411,I,,,x,,,,,,,,,,x,,,,,,,,,,
0,412,U,,,x,,,,,,,,,,x,,,,,,,,,,
0,413,W,,,x,,,,,,,,,,x,,,,,,,,,,
0,414,w,,,x,,,,,,,,,,x,,,,,,,,,,
0,415,w,,,x,,,,,,,,,,x,,,,,,,,,,
0,416,R,,,x,,,,,,,,,,x,,,,,,,,,,
0,417,w,,,x,,,,,,,,,,x,,,,,,,,,,
0,418,W,,,x,,,,,,,,,,x,,,,,,,,,,
0,419,PARE,,,,,,x,,,,x,,,,,,,x,,,,,,
0,420,S,,,x,,,,,,,,,,x,,,,,,,,,,
0,421,T,,,x,,,,,,,,,,x,,,,,,,,,,
0,422,U,,,x,,,,,,,,,,x,,,,,,,,,,
0,423,Y,,,x,,,,,,,,,,x,,,,,,,,,,
0,424,D,,,x,,,,,,,,,,x,,,,,,,,,,
0,425,Hshajdjfjs,,,,,,,,,x,,,,,,,,,,,,,,
0,426,F,,,x,,,,,,,,,,x,,,,,,,,,,
0,427,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,428,Soca o tambor japa!,,,,,,x,,,,,,,,,,,x,,,,,,
0,429,UUUUUUUUU,,,,x,,,,,,,,,,,,,,,,,,,
0,430,Aahhhhh,,,,x,,,,,,,,,,,,,,,,,,,
0,431,STOP,,,,,,x,,,,,,,,,,,x,,,,,,
0,432,$$$$$$,,x,,,,,,,,,,,x,,,,,,,,,,
0,433,Oiiiii,,,,,x,,,,,,,,,,,,,,,,,,
0,434,Hahahah,,,,,,,,,x,,,,,,,,,,,,,,
0,435,Aí gzuiss,,,,,,x,,,,,,,,,,,,,,,x,,x
0,436,Gogog,,,,,x,,,,,,,,,,,,,,,,,,
0,437,Gi,,,,,,,x,,,,,,,,,,,x,,,,,
0,438,Vamo que vamoooo,,,,,,x,,,,x,,,,,,,,,,,,,x
0,439,Orquestra errante,,,,,,,x,,,,,,,,,,,x,,,,,
0,440,Amor,,,,,,,,,,x,,,,,,,,,,x,,,
0,441,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,442,STOPSTOPSTOPSTOP,,,,,,x,,,,x,,,,,,,x,,,,,,
0,443,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,444,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,445,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,446,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,447,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,448,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,449,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,450,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,451,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,452,Fora pm,,,,,,,,x,,,,,,,,,,,,,,,
0,453,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,454,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,455,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,456,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,457,MAESTRO VIADO,,,,,,,x,,,,,,,,,x,,,,,,,
0,458,G,,,x,,,,,,,,,,x,,,,,,,,,,
0,459,Sssss,,,,x,,,,,,,,,,,,,,,,,,,
0,460,GG,,x,,,,,,,,,,,x,,,,,,,,,,
0,461,....................,,x,,,,,,,,,,,x,,,,,,,,,,
0,462,Vai japa solta o bass,,,,,,,x,,,,,,,,,,x,,,,,,
0,463,N,,,x,,,,,,,,,,x,,,,,,,,,,
0,464,N,,,x,,,,,,,,,,x,,,,,,,,,,
0,465,N,,,x,,,,,,,,,,x,,,,,,,,,,
0,466,Zzzzassaaa,x,,,,,,,,,,,,x,,,,,,,,,,
0,467,MNEMÔNICO,,,,,,x,,,,,,,,,,,,,,,,x,
0,468,M,,,x,,,,,,,,,,x,,,,,,,,,,
0,469,M,,,x,,,,,,,,,,x,,,,,,,,,,
0,470,MM N,,x,,,,,,,,,,,x,,,,,,,,,,
0,471,Bbb,,x,,,,,,,,,,,x,,,,,,,,,,
0,472,Hahahah,,,,,,,,,x,,,,,,,,,,,,,,
0,473,MNEMÔNICO HO MPFIBP,,,,,,x,,,,,,,,,,,,,,,,x,
0,474,"Com consciência na mente, a mente não mente!!!!",,,,,,,,,,x,,,,x,,,,,,,,,
0,475,Piiiiiu,,,,x,,,,,,,,,,,,,,,,,,,
0,476,Pedro,,,,,,,x,,,,,,,,,,,x,,,,,
0,477,11111112222221111122,,x,,,,,,,,,,,x,,,,,,,,,,
0,478,HOMOFOBICO RSCROTOOOO,,,,,,,,x,,,,,,,,,,,,,,,
0,479,Hahahaha,,,,,,,,,x,,,,,,,,,,,,,,
0,480,Solta o som DJ!!!,,,,,,x,,,,,,,,,,,,,x,,,,
0,481,ACORDAAAAAA!!!!!,,,,,x,,,,,,,,,,,,,,,,,,
0,482,Kkkkkkk,,,,,,,,,x,,,,,,,,,,,,,,
0,483,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
0,484,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,485,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,486,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,487,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,488,\#$,x,,,,,,,,,,,,x,,,,,,,,,,
0,489,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,490,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,491,HOMOFBICO ESCRITO.. e EU,,,,,,,,x,,,,,,,,,,,,,,,
0,492,\#$,x,,,,,,,,,,,,x,,,,,,,,,,
0,493,\#$,x,,,,,,,,,,,,x,,,,,,,,,,
0,494,#÷,x,,,,,,,,,,,,x,,,,,,,,,,
0,495,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
0,496,#÷,x,,,,,,,,,,,,x,,,,,,,,,,
0,497,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,498,÷×,x,,,,,,,,,,,,x,,,,,,,,,,
0,499,÷×,x,,,,,,,,,,,,x,,,,,,,,,,
0,500,Manda pancada tututa,,,,,,x,,,,,,,,,,,x,,,,,,
0,501,÷×,x,,,,,,,,,,,,x,,,,,,,,,,
0,502,÷,,,x,,,,,,,,,,x,,,,,,,,,,
0,503,÷,,,x,,,,,,,,,,x,,,,,,,,,,
0,504,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,505,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,506,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,507,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,508,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,509,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,510,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,511,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,512,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,513,Hsvejfjrnynd,x,,,,,,,,,,,,x,,,,,,,,,,
0,514,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,515,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,516,Vvvvvvv,,x,,,,,,,,,,,x,,,,,,,,,,
0,517,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,518,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,519,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,520,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,521,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,522,#,,,x,,,,,,,,,,x,,,,,,,,,,
0,523,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,524,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,525,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,526,Ruído humido!!!!!,,,,,,x,,,,,,,,,,,,,,,,,x
0,527,ACORDAAAAAAA,,,,,x,,,,,,,,,,,,,,,,,,
0,528,$,,,x,,,,,,,,,,x,,,,,,,,,,
0,529,$,,,x,,,,,,,,,,x,,,,,,,,,,
1,530,ihuhuhuhuhuhuuuhh,,,,x,,,,,,,,,,,,,,,,,,,
1,531,$,,,x,,,,,,,,,,x,,,,,,,,,,
1,532,$,,,x,,,,,,,,,,x,,,,,,,,,,
1,533,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,534,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,535,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,536,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,537,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,538,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,539,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,540,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,541,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,542,#,,,x,,,,,,,,,,x,,,,,,,,,,
1,543,$,,,x,,,,,,,,,,x,,,,,,,,,,
1,544,$,,,x,,,,,,,,,,x,,,,,,,,,,
1,545,÷,,,x,,,,,,,,,,x,,,,,,,,,,
1,546,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
1,547,Boa,,,,,x,,,,,,,,,,,,,,,,,,
1,548,Yyyy,,x,,,,,,,,,,,x,,,,,,,,,,
1,549,Homofobico escroto. Vem pregar o maestroviado,,,,,,,,x,,,,,,,,,,,,,,,
0,550,aeree,,,,x,,,,,,,,,,,,,,,,,,,
0,551,Total logic,,,,,,x,,,,,,,,,,,,,,,,,x
0,552,COM CONSCIÊNCIA NA MENTE A MENTE NÃO MENTE!!!,,,,,,,,,,x,,,,x,,,,,,,,,
0,553,BATATA VIADO,,,,,,,x,,,,,,,,,x,,,,,,,
0,554,Barulho max,,,,,,,x,,,,,,,,,,,x,,,,,
0,555,Fffffffffff,,,,x,,,,,,,,,,,,,,,,,,,
0,556,333,,x,,,,,,,,,,,x,,,,,,,,,,
0,557,..ff.f f,,x,,,,,,,,,,,x,,,,,,,,,,
0,558,fd.d,x,,,,,,,,,,,,x,,,,,,,,,,
0,559,Sommm,,,,,x,,,,,,,,,,,,,,,,,,
0,560,dd.,,x,,,,,,,,,,,x,,,,,,,,,,
0,561,d.d,,x,,,,,,,,,,,x,,,,,,,,,,
0,562,ACORDA!!!!,,,,,x,,,,,,,,,,,,,,,,,,
2,563,dd.,,x,,,,,,,,,,,x,,,,,,,,,,
2,564,No homofobia,,,,,,,,x,,,,,,,,,,,,,,,
2,565,d.x,x,,,,,,,,,,,,x,,,,,,,,,,
2,566,Ruido úmidooo,,,,,,,,,,x,,,,,,,,,,,,x,x
2,567,huhuhahahaha,,,,,,,,,x,,,,,,,,,,,,,,
2,568,7895,x,,,,,,,,,,,,x,,,,,,,,,,
2,569,÷,,,x,,,,,,,,,,x,,,,,,,,,,
2,570,FORA TEMER!!!!!,,,,,,,,x,,,,,,,,,,,,,,,
2,571,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
2,572,Piano,,,,,x,,,,,,,,,,,,,,,,,,
2,573,.z.d.d.d.f.,x,,,,,,,,,,,,x,,,,,,,,,,
2,574,Vai maestro,,,,,,,x,,,,,,,,,,,,,,,,x
2,575,$$$$$$,,x,,,,,,,,,,,x,,,,,,,,,,
2,576,W,,,x,,,,,,,,,,x,,,,,,,,,,
2,577,Osommaisfreestyleanhembimorumbi,,,,,,,,,,x,,,,,,,,x,,,,,
2,578,Wd,x,,,,,,,,,,,,x,,,,,,,,,,
2,579,Wdd,,x,,,,,,,,,,,x,,,,,,,,,,
2,580,Wddd,,x,,,,,,,,,,,x,,,,,,,,,,
2,581,Wddds,,x,,,,,,,,,,,x,,,,,,,,,,
2,582,Wdddsd,,x,,,,,,,,,,,x,,,,,,,,,,
2,583,AGORA JA ERA,,,,,,x,,,,,,,,,,,,,,,,,x
2,584,Wdddsdzdx,,x,,,,,,,,,,,x,,,,,,,,,,
2,585,Xz.z..z,,x,,,,,,,,,,,x,,,,,,,,,,
2,586,zx,x,,,,,,,,,,,,x,,,,,,,,,,
2,587,zxz,x,,,,,,,,,,,,x,,,,,,,,,,
2,588,.z.z.s,x,,,,,,,,,,,,x,,,,,,,,,,
2,589,sz,x,,,,,,,,,,,,x,,,,,,,,,,
2,590,LOLLA NOIZZE,,,,,,,x,,,,,,,,,,,,,,,,x
2,591,Z.dm,x,,,,,,,,,,,,x,,,,,,,,,,
2,592,Wwwwwwwwds,,x,,,,,,,,,,,x,,,,,,,,,,
2,593,Fora Temer fora pm,,,,,,,,x,,,,,,,,,,,,,,,
2,594,Aaaa,,,,x,,,,,,,,,,,,,,,,,,,
2,595,Machistas não passarão,,,,,,,,x,,,,,,,,,,,,,,,
2,596,Fishing,,,,,,,,,,x,,,,,,,,,,,,,
2,597,Kkkk,,,,,,,,,x,,,,,,,,,,,,,,
2,598,LOLLA ZEN,,,,,,,x,,,,,,,,,,,,,,,,x
2,599,Yoooooool,,,,x,,,,,,,,,,,,,,,,,,,
2,600,Partiuuuuu,,,,,x,,,,,,,,,,,,,,,,,,
2,601,Locuuura,,,,,,x,,,,,,,,,,,,,,,,,x
2,602,huhuhuhahaha,,,,,,,,,x,,,,,,,,,,,,,,
2,603,Odysseus,,,,,,,x,,,,,,,,,,,,,,x,,
2,604,Vitor Kissil os alunos estão revoltados,,,,,,,x,,,,,,,,,,,,x,,x,,
2,605,higbdhzt,x,,,,,,,,,,,,x,,,,,,,,,,
2,606,t,,,x,,,,,,,,,,x,,,,,,,,,,
2,607,t,,,x,,,,,,,,,,x,,,,,,,,,,
2,608,BOLSOMITO,,,,,,,,x,,,,,,,,,,,,,,,
2,609,t,,,x,,,,,,,,,,x,,,,,,,,,,
2,610,t,,,x,,,,,,,,,,x,,,,,,,,,,
2,611,&;,x,,,,,,,,,,,,x,,,,,,,,,,
2,612,t,,,x,,,,,,,,,,x,,,,,,,,,,
2,613,♡♡♡♡,,,,,,,,,,,,x,,,,,,,,,,,
2,614,Durex,,,,,,,,,,x,,,,,,,,,,,,,
2,615,Mano,,,,,x,,,,,,,,,,,,,,,,,,
2,616,;!&!;&$,x,,,,,,,,,,,,x,,,,,,,,,,
2,617,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,618,Que,,,,,x,,,,,,,,,,,,,,,,,,
2,619,Ghghgh,x,,,,,,,,,,,,x,,,,,,,,,,
2,620,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,621,Hebdintbeidnwkf,x,,,,,,,,,,,,x,,,,,,,,,,
2,622,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,623,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,624,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,625,;$&&$&$,,x,,,,,,,,,,,x,,,,,,,,,,
2,626,Transposições,,,,,,,x,,,,,,,,,,,x,,,,,
2,627,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,628,Loco,,,,,,x,,,,,,,,,,,,,,,,,x
2,629,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,630,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,631,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,632,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,633,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,634,$$$$$$$,,x,,,,,,,,,,,x,,,,,,,,,,
2,635,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,636,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,637,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,638,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,639,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,640,",$.μ:-| .",x,,,,,,,,,,,,x,,,,,,,,,,
2,641,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,642,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,643,♡♡,,,,,,,,,,,,x,,,,,,,,,,,
2,644,Duches,,,,,,,x,,,,,,,,,,,x,,,,,
2,645,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,646,♡,,,,,,,,,,,,x,,,,,,,,,,,
2,647,1qqq1qqq1,,x,,,,,,,,,,,x,,,,,,,,,,
2,648,😉😞😉😭😞,,,,,,,,,,,,x,,,,,,,,,,,
2,649,,,,,,,,,,,,,x,,,,,,,,,,,
2,650,kairospania,,,,,,,x,,,,,,,,,,,x,,,,,
2,651,anonimato,,,,,,x,,,,,,,,,,,,,,,,,x
2,652,Edgard,,,,,,,x,,,,,,,,,,,x,,,,,
2,653,Toca aê!!!!,,,,,,x,,,,,,,,,,,x,,,,,,
2,654,$$$$,,x,,,,,,,,,,,x,,,,,,,,,,
2,655,$,,,x,,,,,,,,,,x,,,,,,,,,,
2,656,FORA TEMER!!!!!!!!,,,,,,,,x,,,,,,,,,,,,,,,
2,657,$,,,x,,,,,,,,,,x,,,,,,,,,,
2,658,$/&&&&&&&&$$$$$,,x,,,,,,,,,,,x,,,,,,,,,,
2,659,$,,,x,,,,,,,,,,x,,,,,,,,,,
2,660,$,,,x,,,,,,,,,,x,,,,,,,,,,
2,661,÷,,,x,,,,,,,,,,x,,,,,,,,,,
2,662,BOLSOMITO,,,,,,,,x,,,,,,,,,,,,,,,
2,663,Vaaaai vitao,,,,,,,x,,,,,,,,,,,,,,,,x
2,664,÷,,,x,,,,,,,,,,x,,,,,,,,,,
2,665,palmitoooooo,,,,,,,,,x,,,,,,,,,,,,,,
2,666,ACORDA!!!!,,,,,x,,,,,,,,,,,,,,,,,,
2,667,Timao eo!!!!!,,,,,,,,,x,,,,,,,,,,,,,,
2,668,Uoptyudfj,x,,,,,,,,,,,,x,,,,,,,,,,
2,669,Hahahaha,,,,,,,,,x,,,,,,,,,,,,,,
2,670,AH,,,,,x,,,,,,,,,,,,,,,,,,
2,671,-@*)_='&==,x,,,,,,,,,,,,x,,,,,,,,,,
2,672,Musica,,,,,,x,,,,,,,,,,,,,,,,x,
2,673,Vitor frito do experimental,,,,,,,x,,,,,,,,,,,,,,,,x
2,674,aibque fome,,,,,,,,,,x,,,,,,,,,x,,,,
2,675,^^^,x,,,,,,,,,,,,x,,,,,,,,,,
2,676,^,,,x,,,,,,,,,,x,,,,,,,,,,
2,677,Eeeei dilma vai tomar no cu,,,,,,,,x,,,,,,,,,,,,,,,
2,678,^,,,x,,,,,,,,,,x,,,,,,,,,,
2,679,^,,,x,,,,,,,,,,x,,,,,,,,,,
2,680,^,,,x,,,,,,,,,,x,,,,,,,,,,
2,681,Anhembi produção música eletrônica vamos dominar o mundo,,,,,,,,,,x,,,,,,,,x,,,,,
2,682,amor é grátis,,,,,,,,,,x,,,,,,,,,,x,,,
2,683,/compressor,,,,,,,,,,,x,,,,,,,,,,,,
2,684,Babata gosta de outras,,,,,,,x,,,,,,,,,x,,,,,,,
2,685,/:),,,,,,,,,,,,x,,,,,,,,,,,
2,686,Gggggg,,x,,,,,,,,,,,x,,,,,,,,,,
2,687,FORA TEMER!!!!;,,,,,,,,x,,,,,,,,,,,,,,,
2,688,Max,,,,,,,x,,,,,,,,,,,x,,,,,
2,689,*/&&$&&#&#£#(;/*$(,x,,,,,,,,,,,,x,,,,,,,,,,
2,690,Gehdjrhhrhgegndfhdfg,x,,,,,,,,,,,,x,,,,,,,,,,
2,691,Coisa,,,,,,x,,,,,,,,,,,,,,,,,x
2,692,&,,,x,,,,,,,,,,x,,,,,,,,,,
2,693,FORA TEMER,,,,,,,,x,,,,,,,,,,,,,,,
2,694,O,,,x,,,,,,,,,,x,,,,,,,,,,
2,695,Kui,,,,x,,,,,,,,,,,,,,,,,,,
2,696,Palmeiras sem mundial,,,,,,,,,,x,,,,,,x,,,,,,,
2,697,/compressor,,,,,,,,,,,x,,,,,,,,,,,,
2,698,AAAAAAA,,,,x,,,,,,,,,,,,,,,,,,,
2,699,Y,,,x,,,,,,,,,,x,,,,,,,,,,
2,700,ACORDAAA,,,,,x,,,,,,,,,,,,,,,,,,
2,701,Ftuys,x,,,,,,,,,,,,x,,,,,,,,,,
2,702,Amor em sp,,,,,,,,,,x,,,,,,,,,,x,,,
2,703,Batataaaa nunca cola,,,,,,,x,,,,,,,,,,,,x,,,,
2,704,FHHD,x,,,,,,,,,,,,x,,,,,,,,,,
0,705,Ou,,,,,x,,,,,,,,,,,,,,,,,,
0,706,Oi,,,,,x,,,,,,,,,,,,,,,,,,
0,707,Ou,,,,,x,,,,,,,,,,,,,,,,,,
0,708,Oi,,,,,x,,,,,,,,,,,,,,,,,,
0,709,Skwjwjjenne,x,,,,,,,,,,,,x,,,,,,,,,,
0,710,Oi,,,,,x,,,,,,,,,,,,,,,,,,
0,711,O,,,x,,x,,,,,,,,x,,,,,,,,,,
0,712,Entao,,,,,x,,,,,,,,,,,,,,,,,,
0,713,Solta o chatttt,,,,,,x,,,,,,,,,,,x,,,,,,
0,714,Rolou,,,,,x,,,,,,,,,,,,,,,,,,
0,715,X,,,x,,,,,,,,,,x,,,,,,,,,,
0,716,Maestro viado,,,,,,,x,,,,,,,,,x,,,,,,,
0,717,Vamos reclamar para vivo,,,,,,x,,,,,,,,,,,,,x,,,,
0,718,Xxxxxxxx,,x,,,,,,,,,,,x,,,,,,,,,,
0,719,Vortouuuu,,,,,,x,,,,,,,,,,,,,,,,,x
0,720,Mano,,,,,x,,,,,,,,,,,,,,,,,,
0,721,Hahahahhaa,,,,,,,,,x,,,,,,,,,,,,,,
0,722,Fora temer,,,,,,,,x,,,,,,,,,,,,,,,
0,723,BOLSOMITO,,,,,,,,x,,,,,,,,,,,,,,,
0,724,Aewwee,,,,x,,,,,,,,,,,,,,,,,,,
0,725,Vamooooo,,,,,x,,,,,,,,,,,,,,,,,,
0,726,Ta locoo,,,,,,x,,,,,,,,,,,,,,,,,x
0,727,Lokassooo,,,,,,x,,,,,,,,,,,,,,,,,x
0,728,Som,,,,,x,,,,,,,,,,,,,,,,,,
0,729,Akakakakakaka,,,,,,,,,x,,,,,,,,,,,,,,
0,730,Som,,,,,x,,,,,,,,,,,,,,,,,,
0,731,Babataaaa,,,,,,,x,,,,,,,,,x,,,,,,,
0,732,Som,,,,,x,,,,,,,,,,,,,,,,,,
0,733,Monstro,,,,,,x,,,,,,,,,,,,,,,,,x
0,734,"Wifi dando pal, reclama para vivo",,,,,,x,,,,,,,,,,,,,x,,,,
0,735,Patati patata,,,,x,,,,,,,,,,,,,,,,,,,
0,736,Sim,,,,,,x,,,,,,,,,,,,,,,,,x
0,737,Sim,,,,,,x,,,,,,,,,,,,,,,,,x
0,738,Bianca... Gostei de você,,,,,,,x,,,,,,,,,,,,,x,,,
0,739,Som,,,,,x,,,,,,,,,,,,,,,,,,
0,740,Shahahaha,,,,x,,,,,,,,,,,,,,,,,,,
0,741,A,,,x,,,,,,,,,,x,,,,,,,,,,
0,742,O,,,x,,,,,,,,,,x,,,,,,,,,,
0,743,Ssssssssss,,,,x,,,,,,,,,,,,,,,,,,,
0,744,Simmmm reclama,,,,,,x,,,,,,,,,,,,,x,,,,
0,745,Gggg,,x,,,,,,,,,,,x,,,,,,,,,,
0,746,Hahahahha vaaaaai,,,,,,,,,x,,,,,,,,,,,,,,
0,747,Hhhhh,,x,,,,,,,,,,,x,,,,,,,,,,
0,748,Tttttttt,,x,,,,,,,,,,,x,,,,,,,,,,
0,749,Oooooooooo,,,,x,,,,,,,,,,,,,,,,,,,
0,750,Pequenina,,,,,,x,,,,,,,,,,,,,,,,,x
0,751,Vvvvv,,x,,,,,,,,,,,x,,,,,,,,,,
0,752,Ahaaaa,,,,,,,,,x,,,,,,,,,,,,,,
0,753,Cucucicufufufueucjxududydudysudyxysysydy,,,,x,,,,,,,,,,,,,,,,,,,
3,754,Ggggg,,x,,,,,,,,,,,x,,,,,,,,,,
3,755,Ufudidtzifufidif If,x,,,,,,,,,,,,x,,,,,,,,,,
3,756,MS,x,,,,,,,,,,,,x,,,,,,,,,,
3,757,ricca voz masculina,,,,,,,x,,,,,,,,,,,,,x,,,
3,758,voltou né,,,,,,x,,,,,,,,,,,,,,,,,x
3,759,Novinhaaaaa,,,,,,,x,,,,,,,,,,,,,x,,,
3,760,Bianca Johnny te quer,,,,,,,x,,,,,,,,,,,,,x,,,
3,761,Heure kfneiebdbekdnd,x,,,,,,,,,,,,x,,,,,,,,,,
3,762,Jfudududkvjduduxudydy,x,,,,,,,,,,,,x,,,,,,,,,,
3,763,Ggggggg,,x,,,,,,,,,,,x,,,,,,,,,,
3,764,Kkakakaja,,,,,,,,,x,,,,,,,,,,,,,,
3,765,Olha laa,,,,,x,,,,,,,,,,,,,,,,,,
3,766,Risco l ififucofueuducic,x,,,,,,,,,,,,x,,,,,,,,,,
3,767,Machistas não passarão,,,,,,,,x,,,,,,,,,,,,,,,
3,768,Prquenuna,x,,,,,,,,,,,,x,,,,,,,,,,
3,769,Ciuduficu,,,,x,,,,,,,,,,,,,,,,,,,
3,770,Uduus,x,,,,,,,,,,,,x,,,,,,,,,,
3,771,Picuca,,,,,,,x,,,,,,,,,,,x,,,,,
3,772,Vvvvv,,x,,,,,,,,,,,x,,,,,,,,,,
3,773,Yyyy,,x,,,,,,,,,,,x,,,,,,,,,,
3,774,Cadeeee a zaira,,,,,,,x,,,,,,,,x,,,,,,,,
3,775,Som!,,,,,,,,,,,x,,,,,,,,,,,,
3,776,Cjcudeueifid,x,,,,,,,,,,,,x,,,,,,,,,,
3,777,Ou johnny ama bianca,,,,,,,x,,,,,,,,,,,,,x,,,
3,778,Sududueificududyeudududuxudid,x,,,,,,,,,,,,x,,,,,,,,,,
3,779,Vcs vão tremer no TCC - Vítor kisil,,,,,,,x,,,,,,,,,,,,,,x,,
3,780,Bola um pá nois,,,,,,,,,,x,,,,,,,,,,,x,,
3,781,Udidus,x,,,,,,,,,,,,x,,,,,,,,,,
3,782,Sim,,,,,,x,,,,,,,,,,,,,,,,,x
3,783,Pphhh,x,,,,,,,,,,,,x,,,,,,,,,,
3,784,Ei alckmin vai toma policia,,,,,,,,x,,,,,,,,,,,,,,,
3,785,Uuuiu,,,,x,,,,,,,,,,,,,,,,,,,
3,786,JOHHNY METRALHADORA,,,,,,,x,,,,,,,,,x,,,,,,,
3,787,Vbvv,x,,,,,,,,,,,,x,,,,,,,,,,
3,788,Hhhhh,,x,,,,,,,,,,,x,,,,,,,,,,
3,789,Pq toma no cu eu t garanto eh uma delicia,,,,,,,,x,,,,,,,,,,,,,,,
3,790,Olha a onda olha a onda,,,,,,,,,,x,,,,,,,,,,,x,x,
3,791,Iiii,,x,,,,,,,,,,,x,,,,,,,,,,
3,792,quanta sinceridade. que lindo,,,,,,x,,,,,,,,,,,,,,,,,x
3,793,AUMENTA O PA,,,,,,x,,,,,,,,,,,x,,,,,,
3,794,Loukuraaaa,,,,,,x,,,,,,,,,,,,,,,,,x
3,795,TRETAAAAA,,,,,,x,,,,,,,,,,,,,,,,,x
3,796,FORA PT,,,,,,,,x,,,,,,,,,,,,,,,
3,797,•,,,x,,,,,,,,,,x,,,,,,,,,,
3,798,JOHNNY TA APAIXONADO PELA BIANCA,,,,,,,x,,,,,,,,,,,,,x,,,
